Entity,Year,Primary adjusted enrolment ratio (Lee-Lee (2016)),Secondary adjusted enrolment ratio (Lee-Lee (2016)),Tertiary adjusted enrolment ratio (Lee-Lee (2016)),Share of no schooling (Lee-Lee (2016)),Share of primary schooling (Lee-Lee (2016)),Share of secondary schooling (Lee-Lee (2016)),Share of tertiary schooling (Lee-Lee (2016)),Total years of schooling (Lee-Lee (2016)),Years of primary schooling (Lee-Lee (2016)),Years of secondary schooling (Lee-Lee (2016)),Years of tertiary schooling (Lee-Lee (2016)),Male primary adjusted enrolment (Lee-Lee (2016)),Male secondary adjusted enrolment (Lee-Lee (2016)),Male tertiary adjusted enrolment (Lee-Lee (2016)),Female to male years schooling (Lee-Lee (2016)),Regional female to male years schooling (Lee-Lee (2016))
Hong Kong,1955,29.4,,,,,,4.2,4.76,,,,,,,,
Hong Kong,1960,59,,,,,,4.6,5.05,,,,,,,,
Hong Kong,1965,81,,,,,,4.7,5.93,,,,,,,,
Hong Kong,1970,87,,,,,,2.7,6.58,,,,,,,,
Hong Kong,1975,92,,,,,,3.3,7.26,,,,,,,,
Hong Kong,1980,95,,,,,,7,8.42,,,,,,,,
Hong Kong,1985,95,,,,,,7.6,9.24,,,,,,,,
Hong Kong,1990,97.7,,,,,,12.3,10.08,,,,,,,,
Hong Kong,1995,94.1,,,,,,14.2,10.21,,,,,,,,
Hong Kong,2000,97.1,,,,,,15,10.37,,,,,,,,
Hong Kong,2005,95.2,,,,,,26.2,12.17,,,,,,,,
Hong Kong,2010,97.2,,,,,,20.1,12.2,,,,,,,,
Hungary,1820,12.7,,,,,,,,,,,,,,,
Hungary,1825,14.4,,,,,,,,,,,,,,,
Hungary,1830,16.3,,,,,,,,,,,,,,,
Hungary,1835,18.4,,,,,,,,,,,,,,,
Hungary,1840,20.6,,,,,,,,,,,,,,,
Hungary,1845,23.1,,,,,,,,,,,,,,,
Hungary,1850,25.8,,,,,,,,,,,,,,,
Hungary,1855,28.7,,,,,,,,,,,,,,,
Hungary,1860,32.3,,,,,,,,,,,,,,,
Hungary,1865,33.6,,,,,,,,,,,,,,,
Hungary,1870,39,,,,,,0.1,1.82,,,,,,,,
Hungary,1875,49.9,,,,,,0.1,2.01,,,,,,,,
Hungary,1880,51.3,,,,,,0.2,2.26,,,,,,,,
Hungary,1885,57.7,,,,,,0.2,2.55,,,,,,,,
Hungary,1890,64.2,,,,,,0.2,2.83,,,,,,,,
Hungary,1895,65.1,,,,,,0.3,3.17,,,,,,,,
Hungary,1900,64.8,,,,,,0.4,3.5,,,,,,,,
Hungary,1905,62.5,,,,,,0.6,4.02,,,,,,,,
Hungary,1910,63,,,,,,0.5,4.02,,,,,,,,
Hungary,1915,50.5,,,,,,0.6,4.3,,,,,,,,
Hungary,1920,57.7,,,,,,0.9,4.5,,,,,,,,
Hungary,1925,47.7,,,,,,1.2,4.73,,,,,,,,
Hungary,1930,76.6,,,,,,1.4,5.01,,,,,,,,
Hungary,1935,73.3,,,,,,1.6,5.39,,,,,,,,
Hungary,1940,91.4,,,,,,1.8,5.97,,,,,,,,
Hungary,1945,95.4,,,,,,2.4,6.57,,,,,,,,
Hungary,1950,99.4,,,,,,2.7,7.2,,,,,,,,
Hungary,1955,93.4,,,,,,3.1,7.36,,,,,,,,
Hungary,1960,99,,,,,,3.2,7.53,,,,,,,,
Hungary,1965,97,,,,,,3.5,7.75,,,,,,,,
Hungary,1970,94,,,,,,5.3,8.27,,,,,,,,
Hungary,1975,96.4,,,,,,6.6,8.85,,,,,,,,
Hungary,1980,95,,,,,,7.6,9.39,,,,,,,,
Hungary,1985,97,,,,,,9.1,9.31,,,,,,,,
Hungary,1990,87,,,,,,9.6,9.48,,,,,,,,
Hungary,1995,97,,,,,,11.5,10.75,,,,,,,,
Hungary,2000,98.9,,,,,,11.9,11.57,,,,,,,,
Hungary,2005,95.9,,,,,,16.5,11.89,,,,,,,,
Hungary,2010,100,,,,,,18.1,11.98,,,,,,,,
Iceland,1820,11.6,,,,,,,,,,,,,,,
Iceland,1825,12.8,,,,,,,,,,,,,,,
Iceland,1830,14.2,,,,,,,,,,,,,,,
Iceland,1835,15.7,,,,,,,,,,,,,,,
Iceland,1840,17.3,,,,,,,,,,,,,,,
Iceland,1845,19,,,,,,,,,,,,,,,
Iceland,1850,20.9,,,,,,,,,,,,,,,
Iceland,1855,22.9,,,,,,,,,,,,,,,
Iceland,1860,25,,,,,,,,,,,,,,,
Iceland,1865,27.3,,,,,,,,,,,,,,,
Iceland,1870,29.7,,,,,,0,0.85,,,,,,,,
Iceland,1875,32.2,,,,,,0,0.93,,,,,,,,
Iceland,1880,34.8,,,,,,0,1.01,,,,,,,,
Iceland,1885,37.5,,,,,,0,1.11,,,,,,,,
Iceland,1890,40.3,,,,,,0,1.22,,,,,,,,
Iceland,1895,43.1,,,,,,0,1.34,,,,,,,,
Iceland,1900,46,,,,,,0.1,1.47,,,,,,,,
Iceland,1905,49,,,,,,0.2,1.99,,,,,,,,
Iceland,1910,51.9,,,,,,0.3,2.44,,,,,,,,
Iceland,1915,54.8,,,,,,0.4,2.85,,,,,,,,
Iceland,1920,57.8,,,,,,0.8,2.98,,,,,,,,
Iceland,1925,66.9,,,,,,1,3.39,,,,,,,,
Iceland,1930,76.1,,,,,,1.3,3.79,,,,,,,,
Iceland,1935,88.4,,,,,,1.6,4.24,,,,,,,,
Iceland,1940,100,,,,,,2,4.74,,,,,,,,
Iceland,1945,98.6,,,,,,2.3,5.18,,,,,,,,
Iceland,1950,95.7,,,,,,3.1,5.73,,,,,,,,
Iceland,1955,100,,,,,,3.6,5.91,,,,,,,,
Iceland,1960,100,,,,,,4.1,6.21,,,,,,,,
Iceland,1965,97,,,,,,4.9,6.63,,,,,,,,
Iceland,1970,96,,,,,,5.5,7.13,,,,,,,,
Iceland,1975,99,,,,,,7.6,7.59,,,,,,,,
Iceland,1980,98,,,,,,9.3,8.07,,,,,,,,
Iceland,1985,97,,,,,,11.4,8.6,,,,,,,,
Iceland,1990,100,,,,,,13.7,9.12,,,,,,,,
Iceland,1995,97,,,,,,16.7,9.62,,,,,,,,
Iceland,2000,100,,,,,,20.8,10.1,,,,,,,,
Iceland,2005,98,,,,,,26.9,10.77,,,,,,,,
Iceland,2010,99,,,,,,34.4,11.48,,,,,,,,
India,1820,0.1,,,,,,,,,,,,,,,
India,1825,0.1,,,,,,,,,,,,,,,
India,1830,0.1,,,,,,,,,,,,,,,
India,1835,0.2,,,,,,,,,,,,,,,
India,1840,0.2,,,,,,,,,,,,,,,
India,1845,0.3,,,,,,,,,,,,,,,
India,1850,0.4,,,,,,,,,,,,,,,
India,1855,0.5,,,,,,,,,,,,,,,
India,1860,0.6,,,,,,,,,,,,,,,
India,1865,1.1,,,,,,,,,,,,,,,
India,1870,1.5,,,,,,0,0.03,,,,,,,,
India,1875,3,,,,,,0,0.03,,,,,,,,
India,1880,4.5,,,,,,0,0.04,,,,,,,,
India,1885,5.5,,,,,,0,0.06,,,,,,,,
India,1890,6.1,,,,,,0,0.1,,,,,,,,
India,1895,6.8,,,,,,0,0.13,,,,,,,,
India,1900,7,,,,,,0,0.16,,,,,,,,
India,1905,8,,,,,,0.1,0.24,,,,,,,,
India,1910,9.3,,,,,,0.1,0.32,,,,,,,,
India,1915,10.7,,,,,,0.2,0.41,,,,,,,,
India,1920,12.4,,,,,,0.2,0.52,,,,,,,,
India,1925,14.1,,,,,,0.3,0.61,,,,,,,,
India,1930,16.6,,,,,,0.4,0.72,,,,,,,,
India,1935,17.5,,,,,,0.4,0.81,,,,,,,,
India,1940,19.7,,,,,,0.5,0.88,,,,,,,,
India,1945,19.4,,,,,,0.5,0.96,,,,,,,,
India,1950,32.7,,,,,,0.6,1.02,,,,,,,,
India,1955,40.9,,,,,,0.6,1.08,,,,,,,,
India,1960,47.6,,,,,,0.6,1.16,,,,,,,,
India,1965,57.8,,,,,,0.9,1.33,,,,,,,,
India,1970,57,,,,,,1.1,1.65,,,,,,,,
India,1975,61.7,,,,,,1.9,2.09,,,,,,,,
India,1980,63.2,,,,,,2.5,2.46,,,,,,,,
India,1985,75,,,,,,3.3,3.03,,,,,,,,
India,1990,76.5,,,,,,4.1,3.56,,,,,,,,
India,1995,96,,,,,,6.3,4.3,,,,,,,,
India,2000,92,,,,,,7.4,5.3,,,,,,,,
India,2005,100,,,,,,8.1,5.94,,,,,,,,
India,2010,100,,,,,,8.8,6.59,,,,,,,,
Indonesia,1820,0,,,,,,,,,,,,,,,
Indonesia,1825,0,,,,,,,,,,,,,,,
Indonesia,1830,0,,,,,,,,,,,,,,,
Indonesia,1835,0,,,,,,,,,,,,,,,
Indonesia,1840,0.1,,,,,,,,,,,,,,,
Indonesia,1845,0.1,,,,,,,,,,,,,,,
Indonesia,1850,0.1,,,,,,,,,,,,,,,
Indonesia,1855,0.1,,,,,,,,,,,,,,,
Indonesia,1860,0.2,,,,,,,,,,,,,,,
Indonesia,1865,0.3,,,,,,,,,,,,,,,
Indonesia,1870,0.3,,,,,,0,0.01,,,,,,,,
Indonesia,1875,0.5,,,,,,0,0.01,,,,,,,,
Indonesia,1880,0.7,,,,,,0,0.01,,,,,,,,
Indonesia,1885,1.5,,,,,,0,0.01,,,,,,,,
Indonesia,1890,1.7,,,,,,0,0.02,,,,,,,,
Indonesia,1895,1.9,,,,,,0,0.03,,,,,,,,
Indonesia,1900,2.2,,,,,,0,0.04,,,,,,,,
Indonesia,1905,3.1,,,,,,0,0.09,,,,,,,,
Indonesia,1910,4.3,,,,,,0,0.13,,,,,,,,
Indonesia,1915,7.8,,,,,,0,0.17,,,,,,,,
Indonesia,1920,9.2,,,,,,0,0.43,,,,,,,,
Indonesia,1925,13.1,,,,,,0,0.52,,,,,,,,
Indonesia,1930,17.2,,,,,,0,0.6,,,,,,,,
Indonesia,1935,17.1,,,,,,0,0.71,,,,,,,,
Indonesia,1940,25.6,,,,,,0,0.82,,,,,,,,
Indonesia,1945,34.2,,,,,,0.1,0.96,,,,,,,,
Indonesia,1950,42.7,,,,,,0.1,1.14,,,,,,,,
Indonesia,1955,57.5,,,,,,0.1,1.31,,,,,,,,
Indonesia,1960,59.4,,,,,,0.1,1.67,,,,,,,,
Indonesia,1965,60.3,,,,,,0.3,2.28,,,,,,,,
Indonesia,1970,67,,,,,,0.4,2.98,,,,,,,,
Indonesia,1975,72,,,,,,0.6,3.37,,,,,,,,
Indonesia,1980,88,,,,,,0.6,3.85,,,,,,,,
Indonesia,1985,99,,,,,,1.6,4.05,,,,,,,,
Indonesia,1990,98,,,,,,1.9,4.44,,,,,,,,
Indonesia,1995,97,,,,,,2.2,4.89,,,,,,,,
Indonesia,2000,100,,,,,,2.2,5.41,,,,,,,,
Indonesia,2005,100,,,,,,4.9,6.68,,,,,,,,
Indonesia,2010,100,,,,,,6.8,8.02,,,,,,,,
Iran,1820,0,,,,,,,,,,,,,,,
Iran,1825,0,,,,,,,,,,,,,,,
Iran,1830,0,,,,,,,,,,,,,,,
Iran,1835,0,,,,,,,,,,,,,,,
Iran,1840,0,,,,,,,,,,,,,,,
Iran,1845,0,,,,,,,,,,,,,,,
Iran,1850,0,,,,,,,,,,,,,,,
Iran,1855,0,,,,,,,,,,,,,,,
Iran,1860,0,,,,,,,,,,,,,,,
Iran,1865,0,,,,,,,,,,,,,,,
Iran,1870,0.1,,,,,,0,0.01,,,,,,,,
Iran,1875,0.1,,,,,,0,0.01,,,,,,,,
Iran,1880,0.1,,,,,,0,0.01,,,,,,,,
Iran,1885,0.1,,,,,,0,0.01,,,,,,,,
Iran,1890,0.2,,,,,,0,0.01,,,,,,,,
Iran,1895,0.3,,,,,,0,0.01,,,,,,,,
Iran,1900,0.4,,,,,,0,0.02,,,,,,,,
Iran,1905,0.5,,,,,,0,0.03,,,,,,,,
Iran,1910,0.7,,,,,,0.1,0.04,,,,,,,,
Iran,1915,0.9,,,,,,0.1,0.2,,,,,,,,
Iran,1920,1.3,,,,,,0.1,0.22,,,,,,,,
Iran,1925,2.6,,,,,,0.1,0.25,,,,,,,,
Iran,1930,5.8,,,,,,0.1,0.27,,,,,,,,
Iran,1935,7.8,,,,,,0.1,0.3,,,,,,,,
Iran,1940,12.5,,,,,,0.2,0.4,,,,,,,,
Iran,1945,12.5,,,,,,0.2,0.49,,,,,,,,
Iran,1950,24.2,,,,,,0.3,0.6,,,,,,,,
Iran,1955,26.2,,,,,,0.3,0.72,,,,,,,,
Iran,1960,34,,,,,,0.6,0.99,,,,,,,,
Iran,1965,38.3,,,,,,0.9,1.5,,,,,,,,
Iran,1970,60,,,,,,1.4,2.17,,,,,,,,
Iran,1975,77.6,,,,,,2.2,2.87,,,,,,,,
Iran,1980,73.7,,,,,,2.9,3.84,,,,,,,,
Iran,1985,92,,,,,,3.8,4.66,,,,,,,,
Iran,1990,94,,,,,,5.9,5.49,,,,,,,,
Iran,1995,81.9,,,,,,8.9,6.69,,,,,,,,
Iran,2000,95.6,,,,,,11.3,7.66,,,,,,,,
Iran,2005,98.6,,,,,,13.8,8.49,,,,,,,,
Iran,2010,100,,,,,,20,9.15,,,,,,,,
Iraq,1820,0,,,,,,,,,,,,,,,
Iraq,1825,0,,,,,,,,,,,,,,,
Iraq,1830,0,,,,,,,,,,,,,,,
Iraq,1835,0,,,,,,,,,,,,,,,
Iraq,1840,0,,,,,,,,,,,,,,,
Iraq,1845,0,,,,,,,,,,,,,,,
Iraq,1850,0.1,,,,,,,,,,,,,,,
Iraq,1855,0.1,,,,,,,,,,,,,,,
Iraq,1860,0.1,,,,,,,,,,,,,,,
Iraq,1865,0.1,,,,,,,,,,,,,,,
Iraq,1870,0.2,,,,,,0,0.01,,,,,,,,
Iraq,1875,0.2,,,,,,0,0.01,,,,,,,,
Iraq,1880,0.3,,,,,,0,0.01,,,,,,,,
Iraq,1885,0.4,,,,,,0,0.01,,,,,,,,
Iraq,1890,0.6,,,,,,0,0.01,,,,,,,,
Iraq,1895,0.8,,,,,,0,0.01,,,,,,,,
Iraq,1900,1.1,,,,,,0,0.02,,,,,,,,
Iraq,1905,1.5,,,,,,0,0.02,,,,,,,,
Iraq,1910,2,,,,,,0,0.02,,,,,,,,
Iraq,1915,2.7,,,,,,0.1,0.02,,,,,,,,
Iraq,1920,3.6,,,,,,0.1,0.02,,,,,,,,
Iraq,1925,4.8,,,,,,0.1,0.03,,,,,,,,
Iraq,1930,6,,,,,,0.1,0.04,,,,,,,,
Iraq,1935,9.6,,,,,,0.2,0.05,,,,,,,,
Iraq,1940,13.5,,,,,,0.2,0.1,,,,,,,,
Iraq,1945,16,,,,,,0.4,0.16,,,,,,,,
Iraq,1950,20.5,,,,,,0.6,0.25,,,,,,,,
Iraq,1955,30,,,,,,0.6,0.35,,,,,,,,
Iraq,1960,48,,,,,,0.9,0.53,,,,,,,,
Iraq,1965,58,,,,,,1.6,0.9,,,,,,,,
Iraq,1970,55,,,,,,2.3,1.53,,,,,,,,
Iraq,1975,79,,,,,,3.5,2.11,,,,,,,,
Iraq,1980,100,,,,,,4.5,2.92,,,,,,,,
Iraq,1985,86,,,,,,6,3.98,,,,,,,,
Iraq,1990,94,,,,,,7.6,4.9,,,,,,,,
Iraq,1995,68.8,,,,,,8.2,5.44,,,,,,,,
Iraq,2000,84.2,,,,,,10.4,6.23,,,,,,,,
Iraq,2005,95.7,,,,,,13,6.6,,,,,,,,
Iraq,2010,97.1,,,,,,16.8,7.43,,,,,,,,
Ireland,1820,9.8,,,,,,,,,,,,,,,
Ireland,1825,11.2,,,,,,,,,,,,,,,
Ireland,1830,12.7,,,,,,,,,,,,,,,
Ireland,1835,14.5,,,,,,,,,,,,,,,
Ireland,1840,16.4,,,,,,,,,,,,,,,
Ireland,1845,18.5,,,,,,,,,,,,,,,
Ireland,1850,20.8,,,,,,,,,,,,,,,
Ireland,1855,22,,,,,,,,,,,,,,,
Ireland,1860,24.6,,,,,,,,,,,,,,,
Ireland,1865,29.5,,,,,,,,,,,,,,,
Ireland,1870,32.5,,,,,,0,0.74,,,,,,,,
Ireland,1875,35.6,,,,,,0.1,0.86,,,,,,,,
Ireland,1880,43.1,,,,,,0.1,0.99,,,,,,,,
Ireland,1885,50.6,,,,,,0.1,1.12,,,,,,,,
Ireland,1890,54.2,,,,,,0.1,1.3,,,,,,,,
Ireland,1895,61.7,,,,,,0.1,1.5,,,,,,,,
Ireland,1900,60.3,,,,,,0.2,1.7,,,,,,,,
Ireland,1905,64.6,,,,,,0.2,1.94,,,,,,,,
Ireland,1910,64.9,,,,,,0.3,2.21,,,,,,,,
Ireland,1915,67.6,,,,,,0.4,2.52,,,,,,,,
Ireland,1920,64.4,,,,,,0.6,2.86,,,,,,,,
Ireland,1925,78.5,,,,,,1,3.35,,,,,,,,
Ireland,1930,87,,,,,,1.4,3.8,,,,,,,,
Ireland,1935,86.9,,,,,,1.7,4.42,,,,,,,,
Ireland,1940,82.1,,,,,,2.3,5.15,,,,,,,,
Ireland,1945,80.7,,,,,,2.7,5.75,,,,,,,,
Ireland,1950,100,,,,,,3.4,6.42,,,,,,,,
Ireland,1955,100,,,,,,3.7,6.72,,,,,,,,
Ireland,1960,75.4,,,,,,4,6.98,,,,,,,,
Ireland,1965,74,,,,,,4.1,7.4,,,,,,,,
Ireland,1970,92,,,,,,5.3,8.05,,,,,,,,
Ireland,1975,91,,,,,,7.2,8.79,,,,,,,,
Ireland,1980,90,,,,,,9.8,9.69,,,,,,,,
Ireland,1985,81,,,,,,13.4,10.37,,,,,,,,
Ireland,1990,91,,,,,,17.6,10.64,,,,,,,,
Ireland,1995,91,,,,,,22.8,10.8,,,,,,,,
Ireland,2000,100,,,,,,26,11.03,,,,,,,,
Ireland,2005,100,,,,,,32,11.8,,,,,,,,
Ireland,2010,100,,,,,,43.7,12.45,,,,,,,,
Italy,1820,15.3,,,,,,,,,,,,,,,
Italy,1825,17.5,,,,,,,,,,,,,,,
Italy,1830,19.9,,,,,,,,,,,,,,,
Italy,1835,22.5,,,,,,,,,,,,,,,
Italy,1840,25.4,,,,,,,,,,,,,,,
Italy,1845,28.4,,,,,,,,,,,,,,,
Italy,1850,31.8,,,,,,,,,,,,,,,
Italy,1855,35.3,,,,,,,,,,,,,,,
Italy,1860,39,,,,,,,,,,,,,,,
Italy,1865,37.6,,,,,,,,,,,,,,,
Italy,1870,49.7,,,,,,0.2,0.88,,,,,,,,
Italy,1875,57,,,,,,0.2,0.95,,,,,,,,
Italy,1880,60.4,,,,,,0.2,1.08,,,,,,,,
Italy,1885,62.4,,,,,,0.3,1.22,,,,,,,,
Italy,1890,64,,,,,,0.3,1.36,,,,,,,,
Italy,1895,65.7,,,,,,0.3,1.51,,,,,,,,
Italy,1900,68.3,,,,,,0.5,1.73,,,,,,,,
Italy,1905,71.1,,,,,,0.6,1.89,,,,,,,,
Italy,1910,78.9,,,,,,0.5,1.98,,,,,,,,
Italy,1915,79.9,,,,,,0.5,2.24,,,,,,,,
Italy,1920,79.1,,,,,,0.6,2.55,,,,,,,,
Italy,1925,78.3,,,,,,0.7,2.85,,,,,,,,
Italy,1930,96.8,,,,,,0.7,3.08,,,,,,,,
Italy,1935,100,,,,,,0.9,3.36,,,,,,,,
Italy,1940,100,,,,,,1,3.72,,,,,,,,
Italy,1945,94.8,,,,,,1.2,4.15,,,,,,,,
Italy,1950,98.6,,,,,,1.2,4.4,,,,,,,,
Italy,1955,92.7,,,,,,1.7,4.71,,,,,,,,
Italy,1960,100,,,,,,1.8,5.07,,,,,,,,
Italy,1965,100,,,,,,2.3,5.43,,,,,,,,
Italy,1970,100,,,,,,2.3,5.87,,,,,,,,
Italy,1975,98,,,,,,3.5,6.45,,,,,,,,
Italy,1980,96.7,,,,,,3.7,7.09,,,,,,,,
Italy,1985,97,,,,,,4.9,7.63,,,,,,,,
Italy,1990,92.1,,,,,,6.7,8.32,,,,,,,,
Italy,1995,98,,,,,,8.5,9.04,,,,,,,,
Italy,2000,100,,,,,,9.3,9.73,,,,,,,,
Italy,2005,100,,,,,,10.7,10.2,,,,,,,,
Italy,2010,100,,,,,,12.9,10.71,,,,,,,,
Jamaica,1820,6.2,,,,,,,,,,,,,,,
Jamaica,1825,7.5,,,,,,,,,,,,,,,
Jamaica,1830,9,,,,,,,,,,,,,,,
Jamaica,1835,10.8,,,,,,,,,,,,,,,
Jamaica,1840,12.9,,,,,,,,,,,,,,,
Jamaica,1845,15.3,,,,,,,,,,,,,,,
Jamaica,1850,18,,,,,,,,,,,,,,,
Jamaica,1855,21.2,,,,,,,,,,,,,,,
Jamaica,1860,24.7,,,,,,,,,,,,,,,
Jamaica,1865,28.7,,,,,,,,,,,,,,,
Jamaica,1870,32.9,,,,,,0,0.68,,,,,,,,
Jamaica,1875,46.7,,,,,,0,0.78,,,,,,,,
Jamaica,1880,60.5,,,,,,0,0.92,,,,,,,,
Jamaica,1885,69.6,,,,,,0,1.13,,,,,,,,
Jamaica,1890,78.7,,,,,,0,1.42,,,,,,,,
Jamaica,1895,79.5,,,,,,0,1.71,,,,,,,,
Jamaica,1900,80.3,,,,,,0,1.97,,,,,,,,
Jamaica,1905,74.6,,,,,,0.1,2.27,,,,,,,,
Jamaica,1910,68.9,,,,,,0.1,2.47,,,,,,,,
Jamaica,1915,68.7,,,,,,0.1,2.61,,,,,,,,
Jamaica,1920,63.8,,,,,,0.1,2.76,,,,,,,,
Jamaica,1925,79.6,,,,,,0.2,2.87,,,,,,,,
Jamaica,1930,84.1,,,,,,0.2,2.98,,,,,,,,
Jamaica,1935,88.5,,,,,,0.2,3.18,,,,,,,,
Jamaica,1940,90.7,,,,,,0.3,3.36,,,,,,,,
Jamaica,1945,80.4,,,,,,0.3,3.5,,,,,,,,
Jamaica,1950,100,,,,,,0.4,3.64,,,,,,,,
Jamaica,1955,100,,,,,,0.4,3.74,,,,,,,,
Jamaica,1960,85.4,,,,,,0.3,3.93,,,,,,,,
Jamaica,1965,100,,,,,,0.8,4.48,,,,,,,,
Jamaica,1970,100,,,,,,1.1,4.96,,,,,,,,
Jamaica,1975,90,,,,,,1.5,5.54,,,,,,,,
Jamaica,1980,94,,,,,,1.6,6.27,,,,,,,,
Jamaica,1985,93.7,,,,,,2.4,6.86,,,,,,,,
Jamaica,1990,100,,,,,,3.3,7.48,,,,,,,,
Jamaica,1995,100,,,,,,8.5,8.55,,,,,,,,
Jamaica,2000,92.1,,,,,,13.3,9.59,,,,,,,,
Jamaica,2005,93.3,,,,,,14.4,10.09,,,,,,,,
Jamaica,2010,94.6,,,,,,15.6,10.33,,,,,,,,
Japan,1820,7.2,,,,,,,,,,,,,,,
Japan,1825,8.8,,,,,,,,,,,,,,,
Japan,1830,10.8,,,,,,,,,,,,,,,
Japan,1835,13.1,,,,,,,,,,,,,,,
Japan,1840,15.8,,,,,,,,,,,,,,,
Japan,1845,19,,,,,,,,,,,,,,,
Japan,1850,22.6,,,,,,,,,,,,,,,
Japan,1855,26.7,,,,,,,,,,,,,,,
Japan,1860,31.2,,,,,,,,,,,,,,,
Japan,1865,36.2,,,,,,,,,,,,,,,
Japan,1870,41.4,,,,,,0,0.53,,,,,,,,
Japan,1875,59.4,,,,,,0,0.63,,,,,,,,
Japan,1880,70.8,,,,,,0,0.75,,,,,,,,
Japan,1885,93.2,,,,,,0,0.93,,,,,,,,
Japan,1890,86.8,,,,,,0.1,1.26,,,,,,,,
Japan,1895,100,,,,,,0.1,1.55,,,,,,,,
Japan,1900,86.2,,,,,,0.1,1.85,,,,,,,,
Japan,1905,90.5,,,,,,0.3,2.13,,,,,,,,
Japan,1910,96.6,,,,,,0.5,2.47,,,,,,,,
Japan,1915,96.6,,,,,,0.8,2.95,,,,,,,,
Japan,1920,97.5,,,,,,1.6,3.92,,,,,,,,
Japan,1925,97,,,,,,2.1,4.46,,,,,,,,
Japan,1930,100,,,,,,2.6,4.96,,,,,,,,
Japan,1935,100,,,,,,3.1,5.34,,,,,,,,
Japan,1940,100,,,,,,3.6,5.66,,,,,,,,
Japan,1945,100,,,,,,4.3,6.19,,,,,,,,
Japan,1950,100,,,,,,4.7,6.86,,,,,,,,
Japan,1955,100,,,,,,5.5,7.4,,,,,,,,
Japan,1960,100,,,,,,6.1,7.77,,,,,,,,
Japan,1965,100,,,,,,5.6,7.8,,,,,,,,
Japan,1970,99,,,,,,8.2,8.25,,,,,,,,
Japan,1975,99,,,,,,12.4,8.85,,,,,,,,
Japan,1980,100,,,,,,17.3,9.6,,,,,,,,
Japan,1985,100,,,,,,20.4,10.12,,,,,,,,
Japan,1990,100,,,,,,24.1,10.71,,,,,,,,
Japan,1995,100,,,,,,28,11.26,,,,,,,,
Japan,2000,100,,,,,,32,11.77,,,,,,,,
Japan,2005,100,,,,,,35.6,12.12,,,,,,,,
Japan,2010,100,,,,,,38.1,12.44,,,,,,,,
Jordan,1820,0,,,,,,,,,,,,,,,
Jordan,1825,0,,,,,,,,,,,,,,,
Jordan,1830,0,,,,,,,,,,,,,,,
Jordan,1835,0,,,,,,,,,,,,,,,
Jordan,1840,0,,,,,,,,,,,,,,,
Jordan,1845,0.1,,,,,,,,,,,,,,,
Jordan,1850,0.1,,,,,,,,,,,,,,,
Jordan,1855,0.1,,,,,,,,,,,,,,,
Jordan,1860,0.2,,,,,,,,,,,,,,,
Jordan,1865,0.3,,,,,,,,,,,,,,,
Jordan,1870,0.4,,,,,,0,0.01,,,,,,,,
Jordan,1875,0.5,,,,,,0,0.01,,,,,,,,
Jordan,1880,0.7,,,,,,0,0.02,,,,,,,,
Jordan,1885,0.9,,,,,,0,0.02,,,,,,,,
Jordan,1890,1.3,,,,,,0,0.02,,,,,,,,
Jordan,1895,1.8,,,,,,0,0.03,,,,,,,,
Jordan,1900,2.4,,,,,,0,0.04,,,,,,,,
Jordan,1905,3.3,,,,,,0.1,0.11,,,,,,,,
Jordan,1910,4.5,,,,,,0.2,0.19,,,,,,,,
Jordan,1915,6.2,,,,,,0.2,0.24,,,,,,,,
Jordan,1920,8.4,,,,,,0.4,0.74,,,,,,,,
Jordan,1925,8.2,,,,,,0.4,0.8,,,,,,,,
Jordan,1930,8.1,,,,,,0.5,0.85,,,,,,,,
Jordan,1935,9.2,,,,,,0.5,0.89,,,,,,,,
Jordan,1940,12.7,,,,,,0.6,1.02,,,,,,,,
Jordan,1945,11.2,,,,,,0.6,1.15,,,,,,,,
Jordan,1950,34.5,,,,,,0.7,1.48,,,,,,,,
Jordan,1955,65.3,,,,,,0.7,2.08,,,,,,,,
Jordan,1960,68.9,,,,,,0.8,2.92,,,,,,,,
Jordan,1965,85,,,,,,1.7,3.67,,,,,,,,
Jordan,1970,79.6,,,,,,3.1,4.23,,,,,,,,
Jordan,1975,78.7,,,,,,5.2,4.67,,,,,,,,
Jordan,1980,93,,,,,,6.3,5.18,,,,,,,,
Jordan,1985,91.6,,,,,,9.9,6.3,,,,,,,,
Jordan,1990,91,,,,,,9.3,7.23,,,,,,,,
Jordan,1995,89.3,,,,,,10.3,8.06,,,,,,,,
Jordan,2000,100,,,,,,11.4,8.85,,,,,,,,
Jordan,2005,100,,,,,,13.7,9.52,,,,,,,,
Jordan,2010,98.4,,,,,,13.5,10,,,,,,,,
Kenya,1820,0,,,,,,,,,,,,,,,
Kenya,1825,0,,,,,,,,,,,,,,,
Kenya,1830,0,,,,,,,,,,,,,,,
Kenya,1835,0,,,,,,,,,,,,,,,
Kenya,1840,0,,,,,,,,,,,,,,,
Kenya,1845,0.1,,,,,,,,,,,,,,,
Kenya,1850,0.1,,,,,,,,,,,,,,,
Kenya,1855,0.1,,,,,,,,,,,,,,,
Kenya,1860,0.1,,,,,,,,,,,,,,,
Kenya,1865,0.2,,,,,,,,,,,,,,,
Kenya,1870,0.3,,,,,,0,0.01,,,,,,,,
Kenya,1875,0.4,,,,,,0,0.01,,,,,,,,
